Q:
424
n:
25
Demands:
1	84
2	59
3	70
4	61
5	64
6	86
7	50
8	50
9	66
10	80
11	77
12	55
13	59
14	89
15	50
16	52
17	79
18	58
19	70
20	69
21	59
22	89
23	76
24	68
25	77
Cost-matrix:
0	758	1166	1082	316	234	668	601	792	661	773	879	888	1151	876	713	593	737	939	896	660	705	672	842	889	791	
758	0	446	370	544	580	235	326	739	645	711	175	233	620	824	606	174	650	236	193	759	625	122	546	196	716	
1166	446	0	84	895	1014	661	598	836	813	816	452	281	376	886	741	581	772	449	271	935	765	498	585	277	811	
1082	370	84	0	812	933	592	516	775	743	754	396	199	366	831	673	499	706	403	189	865	697	416	525	194	750	
316	544	895	812	0	329	553	303	504	367	481	701	614	840	596	407	371	437	765	637	403	403	433	526	627	498	
234	580	1014	933	329	0	450	518	829	691	804	675	750	1068	922	721	435	755	731	744	730	721	519	807	740	820	
668	235	661	592	553	450	0	459	888	773	860	241	467	853	981	754	253	799	289	426	869	768	284	736	430	869	
601	326	598	516	303	518	459	0	430	323	402	501	320	556	522	296	206	341	562	353	433	311	207	305	341	410	
792	739	836	775	504	829	888	430	0	138	29	909	628	575	96	135	636	90	965	687	163	121	628	252	673	26	
661	645	813	743	367	691	773	323	138	0	115	819	572	609	232	80	523	81	878	626	124	59	528	258	612	132	
773	711	816	754	481	804	860	402	29	115	0	882	603	564	124	107	607	62	938	662	159	93	600	234	648	19	
879	175	452	396	701	675	241	501	909	819	882	0	342	718	992	778	333	822	65	281	933	797	295	705	292	886	
888	233	281	199	614	750	467	320	628	572	603	342	0	388	697	511	317	549	380	66	695	534	234	392	52	602	
1151	620	376	366	840	1068	853	556	575	609	564	718	388	0	593	529	664	542	742	441	714	551	592	352	433	552	
876	824	886	831	596	922	981	522	96	232	124	992	697	593	0	227	728	184	1046	759	225	216	716	309	745	113	
713	606	741	673	407	721	754	296	135	80	107	778	511	529	227	0	502	45	835	567	196	25	494	178	553	115	
593	174	581	499	371	435	253	206	636	523	607	333	317	664	728	502	0	546	397	310	626	516	84	491	305	616	
737	650	772	706	437	755	799	341	90	81	62	822	549	542	184	45	546	0	878	607	174	35	539	196	592	71	
939	236	449	403	765	731	289	562	965	878	938	65	380	742	1046	835	397	878	0	316	994	855	358	754	328	942	
896	193	271	189	637	744	426	353	687	626	662	281	66	441	759	567	310	607	316	0	748	590	227	455	15	662	
660	759	935	865	403	730	869	433	163	124	159	933	695	714	225	196	626	174	994	748	0	172	640	369	734	176	
705	625	765	697	403	721	768	311	121	59	93	797	534	551	216	25	516	35	855	590	172	0	512	201	576	105	
672	122	498	416	433	519	284	207	628	528	600	295	234	592	716	494	84	539	358	227	640	512	0	455	222	606	
842	546	585	525	526	807	736	305	252	258	234	705	392	352	309	178	491	196	754	455	369	201	455	0	441	227	
889	196	277	194	627	740	430	341	673	612	648	292	52	433	745	553	305	592	328	15	734	576	222	441	0	648	
791	716	811	750	498	820	869	410	26	132	19	886	602	552	113	115	616	71	942	662	176	105	606	227	648	0	
