Q:
545
n:
30
Demands:
1	70
2	52
3	77
4	98
5	77
6	99
7	100
8	62
9	96
10	69
11	74
12	88
13	85
14	59
15	86
16	69
17	53
18	79
19	70
20	53
21	51
22	50
23	70
24	66
25	88
26	76
27	52
28	57
29	57
30	100
Cost-matrix:
0	760	57	544	870	807	864	622	653	557	925	386	271	729	286	677	822	717	121	15	643	266	57	311	857	629	888	792	34	339	923	
760	0	796	217	979	396	317	951	108	661	717	376	842	1202	483	1064	1257	579	819	767	122	703	712	949	174	849	778	698	753	850	763	
57	796	0	580	838	818	882	581	690	540	915	420	223	676	315	630	770	711	155	63	677	243	111	255	885	597	872	778	88	294	910	
544	217	580	0	879	418	404	794	111	526	695	160	638	1029	268	902	1093	511	606	552	102	503	497	742	334	709	728	633	538	654	729	
870	979	838	879	0	638	764	297	935	367	383	822	634	489	779	349	464	406	989	883	896	606	885	687	906	242	274	301	899	564	327	
807	396	818	418	638	0	127	704	403	417	325	488	755	976	542	820	1005	242	908	819	367	622	780	864	276	581	399	338	817	728	375	
864	317	882	404	764	127	0	825	356	533	435	511	846	1096	586	941	1128	368	956	876	328	708	831	956	166	703	519	464	870	826	490	
622	951	581	794	297	704	825	0	878	297	571	690	363	272	614	117	309	471	736	635	844	381	650	397	930	128	475	433	654	290	530	
653	108	690	111	935	403	356	878	0	597	709	270	744	1122	378	989	1182	546	712	660	40	608	605	850	249	784	757	668	646	757	750	
557	661	540	526	367	417	533	297	597	0	384	456	392	565	416	414	605	207	677	571	561	299	558	489	633	188	333	241	581	344	372	
925	717	915	695	383	325	435	571	709	384	0	711	775	827	721	669	826	213	1041	939	671	678	916	867	597	449	110	148	944	722	60	
386	376	420	160	822	488	511	690	270	456	711	0	489	904	110	790	976	505	456	394	258	360	341	589	477	622	719	618	382	512	732	
271	842	223	638	634	755	846	363	744	392	775	489	0	465	383	408	555	592	377	282	721	142	309	111	890	396	713	630	304	73	758	
729	1202	676	1029	489	976	1096	272	1122	565	827	904	465	0	812	160	100	742	821	738	1090	553	772	429	1195	398	724	697	762	410	780	
286	483	315	268	779	542	586	614	378	416	721	110	383	812	0	708	889	509	370	296	364	262	247	481	572	563	713	611	287	412	734	
677	1064	630	902	349	820	941	117	989	414	669	790	408	160	708	0	194	584	784	689	956	459	712	411	1046	240	568	538	710	340	624	
822	1257	770	1093	464	1005	1128	309	1182	605	826	976	555	100	889	194	0	766	917	832	1148	633	863	526	1238	425	719	706	855	496	775	
717	579	711	511	406	242	368	471	546	207	213	505	592	742	509	584	766	0	832	731	507	481	706	692	502	345	218	123	736	548	228	
121	819	155	606	989	908	956	736	712	677	1041	456	377	821	370	784	917	832	0	107	708	386	129	394	932	748	1007	910	97	448	1041	
15	767	63	552	883	819	876	635	660	571	939	394	282	738	296	689	832	731	107	0	651	280	59	318	867	643	902	806	26	350	937	
643	122	677	102	896	367	328	844	40	561	671	258	721	1090	364	956	1148	507	708	651	0	583	597	828	236	748	718	629	638	731	711	
266	703	243	503	606	622	708	381	608	299	678	360	142	553	262	459	633	481	386	280	583	0	279	252	749	367	631	539	293	153	670	
57	712	111	497	885	780	831	650	605	558	916	341	309	772	247	712	863	706	129	59	597	279	0	360	815	646	886	788	42	373	918	
311	949	255	742	687	864	956	397	850	489	867	589	111	429	481	411	526	692	394	318	828	252	360	0	1000	460	798	720	343	145	845	
857	174	885	334	906	276	166	930	249	633	597	477	890	1195	572	1046	1238	502	932	867	236	749	815	1000	0	816	675	610	856	883	650	
629	849	597	709	242	581	703	128	784	188	449	622	396	398	563	240	425	345	748	643	748	367	646	460	816	0	358	308	658	327	412	
888	778	872	728	274	399	519	475	757	333	110	719	713	724	713	568	719	218	1007	902	718	631	886	798	675	358	0	103	911	655	57	
792	698	778	633	301	338	464	433	668	241	148	618	630	697	611	538	706	123	910	806	629	539	788	720	610	308	103	0	814	576	132	
34	753	88	538	899	817	870	654	646	581	944	382	304	762	287	710	855	736	97	26	638	293	42	343	856	658	911	814	0	371	944	
339	850	294	654	564	728	826	290	757	344	722	512	73	410	412	340	496	548	448	350	731	153	373	145	883	327	655	576	371	0	701	
923	763	910	729	327	375	490	530	750	372	60	732	758	780	734	624	775	228	1041	937	711	670	918	845	650	412	57	132	944	701	0	
