Q:
479
n:
25
Demands:
1	78
2	97
3	66
4	62
5	50
6	63
7	67
8	68
9	72
10	98
11	79
12	100
13	96
14	92
15	66
16	87
17	92
18	86
19	52
20	93
21	95
22	81
23	67
24	54
25	55
Cost-matrix:
0	664	997	175	936	781	725	285	671	425	844	848	652	465	363	208	411	849	654	743	256	837	946	678	338	671	
664	0	601	504	283	680	239	619	344	317	368	198	187	217	361	485	598	272	808	358	762	366	316	56	418	36	
997	601	0	830	509	371	368	1103	337	855	235	505	441	741	869	916	657	362	649	954	1200	938	434	546	660	566	
175	504	830	0	769	646	550	332	500	321	670	681	478	323	265	152	305	676	573	642	381	725	775	512	171	507	
936	283	509	769	0	739	288	900	426	596	311	89	320	499	643	766	791	173	943	528	1044	475	78	259	652	268	
781	680	371	646	739	0	472	970	340	808	435	692	496	714	795	776	377	566	282	1022	1023	1045	682	634	490	650	
725	239	368	550	288	472	0	768	141	496	142	225	81	382	519	595	511	137	656	596	887	595	257	184	403	204	
285	619	1103	332	900	970	768	0	766	306	906	816	687	405	259	195	636	865	901	555	162	661	933	654	480	640	
671	344	337	500	426	340	141	766	0	532	185	365	158	422	538	579	394	263	517	694	865	709	386	295	334	312	
425	317	855	321	596	808	496	306	532	0	637	513	417	115	63	219	566	575	830	324	457	413	632	357	359	341	
844	368	235	670	311	435	142	906	185	637	0	285	221	523	659	729	577	142	667	720	1019	706	248	313	511	333	
848	198	505	681	89	692	225	816	365	513	285	0	242	413	558	679	714	145	879	478	959	441	124	171	567	181	
652	187	441	478	320	496	81	687	158	417	221	242	0	303	438	516	473	198	647	541	807	552	306	138	340	155	
465	217	741	323	499	714	382	405	422	115	523	413	303	0	146	273	511	464	764	346	546	413	529	250	303	235	
363	361	869	265	643	795	519	259	538	63	659	558	438	146	0	156	528	609	796	384	403	475	674	396	326	381	
208	485	916	152	766	776	595	195	579	219	729	679	516	273	156	0	454	705	723	536	292	630	787	509	287	498	
411	598	657	305	791	377	511	636	394	566	577	714	473	511	528	454	0	646	271	857	661	916	767	577	210	583	
849	272	362	676	173	566	137	865	263	575	142	145	198	464	609	705	646	0	777	603	995	578	124	222	535	240	
654	808	649	573	943	282	656	901	517	830	667	879	647	764	796	723	271	777	0	1105	910	1153	900	775	472	786	
743	358	954	642	528	1022	596	555	694	324	720	478	541	346	384	536	857	603	1105	0	716	108	595	412	649	392	
256	762	1200	381	1044	1023	887	162	865	457	1019	959	807	546	403	292	661	995	910	716	0	822	1072	792	549	779	
837	366	938	725	475	1045	595	661	709	413	706	441	552	413	475	630	916	578	1153	108	822	0	549	416	712	398	
946	316	434	775	78	682	257	933	386	632	248	124	306	529	674	787	767	124	900	595	1072	549	0	280	645	294	
678	56	546	512	259	634	184	654	295	357	313	171	138	250	396	509	577	222	775	412	792	416	280	0	409	21	
338	418	660	171	652	490	403	480	334	359	511	567	340	303	326	287	210	535	472	649	549	712	645	409	0	410	
671	36	566	507	268	650	204	640	312	341	333	181	155	235	381	498	583	240	786	392	779	398	294	21	410	0	
