Q:
572
n:
30
Demands:
1	87
2	98
3	73
4	70
5	64
6	98
7	87
8	99
9	78
10	68
11	99
12	53
13	56
14	66
15	67
16	74
17	86
18	75
19	71
20	87
21	87
22	66
23	71
24	75
25	62
26	78
27	83
28	63
29	95
30	52
Cost-matrix:
0	395	835	1111	839	1108	641	672	358	114	483	455	1118	556	466	873	1023	911	960	1022	855	595	743	372	922	402	864	970	74	703	906	
395	0	516	755	820	735	581	279	314	304	293	97	913	324	86	664	816	871	731	774	703	277	351	428	616	226	480	628	338	584	606	
835	516	0	294	663	336	493	407	521	722	370	547	474	294	432	288	392	667	296	304	401	246	429	605	103	438	261	146	762	410	99	
1111	755	294	0	900	107	768	555	813	999	662	758	554	587	670	493	514	885	444	398	618	517	535	899	253	723	315	149	1040	675	276	
839	820	663	900	0	977	240	934	535	759	534	910	490	535	787	407	445	78	472	540	284	654	993	472	653	595	905	776	783	269	631	
1108	735	336	107	977	0	827	507	835	999	685	725	656	613	652	574	611	968	535	495	698	525	474	930	325	736	264	202	1040	738	347	
641	581	493	768	240	827	0	705	307	547	294	670	517	304	548	319	435	293	410	484	242	428	768	273	515	356	708	627	577	101	493	
672	279	407	555	934	507	705	0	526	581	426	233	874	401	221	655	786	966	691	709	737	281	76	645	504	412	244	462	616	668	505	
358	314	521	813	535	835	307	526	0	252	152	410	760	228	317	516	666	597	605	669	500	316	600	120	594	115	632	665	287	351	575	
114	304	722	999	759	999	547	581	252	0	370	377	1010	443	366	763	915	827	849	910	751	482	654	288	808	288	760	857	41	601	792	
483	293	370	662	534	685	294	426	152	370	0	378	655	77	254	403	557	580	484	542	419	176	495	250	447	88	492	514	410	292	429	
455	97	547	758	910	725	670	233	410	377	378	0	972	398	133	728	876	958	787	824	777	326	296	524	649	318	462	642	407	667	642	
1118	913	474	554	490	656	517	874	760	1010	655	972	0	598	842	252	98	438	187	175	276	646	902	774	391	742	722	495	1047	428	382	
556	324	294	587	535	613	304	401	228	443	77	398	598	0	266	346	500	573	421	475	380	127	465	318	370	156	433	438	483	276	353	
466	86	432	670	787	652	548	221	317	366	254	133	842	266	0	596	746	832	658	697	645	198	297	436	532	210	400	542	404	538	523	
873	664	288	493	407	574	319	655	516	763	403	728	252	346	596	0	155	395	94	166	125	404	694	545	252	491	548	376	801	219	231	
1023	816	392	514	445	611	435	786	666	915	557	876	98	500	746	155	0	406	97	117	195	551	817	684	319	645	647	434	952	341	307	
911	871	667	885	78	968	293	966	597	827	580	958	438	573	832	395	406	0	447	509	271	686	1021	541	645	648	918	770	852	299	624	
960	731	296	444	472	535	410	691	605	849	484	787	187	421	658	94	97	447	0	75	193	461	721	638	229	572	552	348	887	310	214	
1022	774	304	398	540	495	484	709	669	910	542	824	175	475	697	166	117	509	75	0	265	500	732	707	217	628	548	323	949	384	209	
855	703	401	618	284	698	242	737	500	751	419	777	276	380	645	125	195	271	193	265	0	468	784	501	375	503	657	500	786	155	354	
595	277	246	517	654	525	428	281	316	482	176	326	646	127	198	404	551	686	461	500	468	0	341	423	343	212	317	376	523	388	331	
743	351	429	535	993	474	768	76	600	654	495	296	902	465	297	694	817	1021	721	732	784	341	0	719	520	486	222	460	688	725	524	
372	428	605	899	472	930	273	645	120	288	250	524	774	318	436	545	684	541	638	707	501	423	719	0	666	234	740	750	312	347	646	
922	616	103	253	653	325	515	504	594	808	447	649	391	370	532	252	319	645	229	217	375	343	520	666	0	521	331	125	849	422	24	
402	226	438	723	595	736	356	412	115	288	88	318	742	156	210	491	645	648	572	628	503	212	486	234	521	0	521	577	329	370	505	
864	480	261	315	905	264	708	244	632	760	492	462	722	433	400	548	647	918	552	548	657	317	222	740	331	521	0	247	799	640	341	
970	628	146	149	776	202	627	462	665	857	514	642	495	438	542	376	434	770	348	323	500	376	460	750	125	577	247	0	898	538	146	
74	338	762	1040	783	1040	577	616	287	41	410	407	1047	483	404	801	952	852	887	949	786	523	688	312	849	329	799	898	0	635	833	
703	584	410	675	269	738	101	668	351	601	292	667	428	276	538	219	341	299	310	384	155	388	725	347	422	370	640	538	635	0	399	
906	606	99	276	631	347	493	505	575	792	429	642	382	353	523	231	307	624	214	209	354	331	524	646	24	505	341	146	833	399	0	
