Q:
522
n:
30
Demands:
1	89
2	84
3	59
4	70
5	61
6	64
7	86
8	50
9	50
10	66
11	80
12	77
13	55
14	59
15	89
16	50
17	52
18	79
19	58
20	70
21	69
22	59
23	89
24	76
25	68
26	77
27	52
28	95
29	96
30	60
Cost-matrix:
0	886	316	502	869	786	54	291	501	287	538	400	514	655	588	836	632	433	328	465	719	606	446	431	395	536	597	530	494	490	279	
886	0	1201	616	309	316	894	1103	851	601	662	688	650	693	385	93	684	608	684	624	710	428	797	631	607	431	422	639	470	676	609	
316	1201	0	758	1166	1082	316	234	668	601	792	661	773	879	888	1151	876	713	593	737	939	896	660	705	672	842	889	791	791	728	594	
502	616	758	0	446	370	544	580	235	326	739	645	711	175	233	620	824	606	174	650	236	193	759	625	122	546	196	716	172	61	369	
869	309	1166	446	0	84	895	1014	661	598	836	813	816	452	281	376	886	741	581	772	449	271	935	765	498	585	277	811	376	500	625	
786	316	1082	370	84	0	812	933	592	516	775	743	754	396	199	366	831	673	499	706	403	189	865	697	416	525	194	750	293	426	545	
54	894	316	544	895	812	0	329	553	303	504	367	481	701	614	840	596	407	371	437	765	637	403	403	433	526	627	498	523	536	287	
291	1103	234	580	1014	933	329	0	450	518	829	691	804	675	750	1068	922	721	435	755	731	744	730	721	519	807	740	820	652	539	528	
501	851	668	235	661	592	553	450	0	459	888	773	860	241	467	853	981	754	253	799	289	426	869	768	284	736	430	869	396	175	498	
287	601	601	326	598	516	303	518	459	0	430	323	402	501	320	556	522	296	206	341	562	353	433	311	207	305	341	410	238	349	43	
538	662	792	739	836	775	504	829	888	430	0	138	29	909	628	575	96	135	636	90	965	687	163	121	628	252	673	26	598	772	391	
400	688	661	645	813	743	367	691	773	323	138	0	115	819	572	609	232	80	523	81	878	626	124	59	528	258	612	132	524	671	280	
514	650	773	711	816	754	481	804	860	402	29	115	0	882	603	564	124	107	607	62	938	662	159	93	600	234	648	19	572	744	362	
655	693	879	175	452	396	701	675	241	501	909	819	882	0	342	718	992	778	333	822	65	281	933	797	295	705	292	886	321	166	544	
588	385	888	233	281	199	614	750	467	320	628	572	603	342	0	388	697	511	317	549	380	66	695	534	234	392	52	602	99	293	350	
836	93	1151	620	376	366	840	1068	853	556	575	609	564	718	388	0	593	529	664	542	742	441	714	551	592	352	433	552	460	679	558	
632	684	876	824	886	831	596	922	981	522	96	232	124	992	697	593	0	227	728	184	1046	759	225	216	716	309	745	113	677	860	483	
433	608	713	606	741	673	407	721	754	296	135	80	107	778	511	529	227	0	502	45	835	567	196	25	494	178	553	115	472	638	257	
328	684	593	174	581	499	371	435	253	206	636	523	607	333	317	664	728	502	0	546	397	310	626	516	84	491	305	616	220	168	246	
465	624	737	650	772	706	437	755	799	341	90	81	62	822	549	542	184	45	546	0	878	607	174	35	539	196	592	71	513	683	301	
719	710	939	236	449	403	765	731	289	562	965	878	938	65	380	742	1046	835	397	878	0	316	994	855	358	754	328	942	371	230	604	
606	428	896	193	271	189	637	744	426	353	687	626	662	281	66	441	759	567	310	607	316	0	748	590	227	455	15	662	116	253	388	
446	797	660	759	935	865	403	730	869	433	163	124	159	933	695	714	225	196	626	174	994	748	0	172	640	369	734	176	645	781	390	
431	631	705	625	765	697	403	721	768	311	121	59	93	797	534	551	216	25	516	35	855	590	172	0	512	201	576	105	493	656	270	
395	607	672	122	498	416	433	519	284	207	628	528	600	295	234	592	716	494	84	539	358	227	640	512	0	455	222	606	139	145	250	
536	431	842	546	585	525	526	807	736	305	252	258	234	705	392	352	309	178	491	196	754	455	369	201	455	0	441	227	384	591	283	
597	422	889	196	277	194	627	740	430	341	673	612	648	292	52	433	745	553	305	592	328	15	734	576	222	441	0	648	105	256	376	
530	639	791	716	811	750	498	820	869	410	26	132	19	886	602	552	113	115	616	71	942	662	176	105	606	227	648	0	574	750	371	
494	470	791	172	376	293	523	652	396	238	598	524	572	321	99	460	677	472	220	513	371	116	645	493	139	384	105	574	0	227	275	
490	676	728	61	500	426	536	539	175	349	772	671	744	166	293	679	860	638	168	683	230	253	781	656	145	591	256	750	227	0	392	
279	609	594	369	625	545	287	528	498	43	391	280	362	544	350	558	483	257	246	301	604	388	390	270	250	283	376	371	275	392	0	
