Q:
572
n:
30
Demands:
1	53
2	87
3	75
4	66
5	55
6	94
7	72
8	78
9	75
10	87
11	50
12	86
13	87
14	55
15	92
16	82
17	93
18	62
19	59
20	74
21	52
22	92
23	58
24	80
25	87
26	100
27	71
28	97
29	82
30	88
Cost-matrix:
0	817	830	239	640	740	118	827	596	603	260	488	763	616	605	437	750	162	774	454	641	573	784	659	635	688	125	725	403	276	742	
817	0	681	843	257	657	882	485	243	813	560	330	913	201	505	918	817	948	895	928	1239	558	391	166	1046	157	844	1108	1103	544	389	
830	681	0	662	468	90	945	211	714	326	714	652	306	625	262	569	207	852	278	566	827	267	294	589	560	561	937	576	838	652	293	
239	843	662	0	615	573	347	712	667	387	366	546	540	651	488	198	544	193	555	215	445	438	696	677	397	693	363	488	261	337	655	
640	257	468	615	0	424	728	310	253	557	409	229	665	159	253	668	574	747	649	677	989	303	220	123	789	104	698	852	871	369	193	
740	657	90	573	424	0	856	226	660	254	633	588	274	576	192	488	171	763	250	486	760	184	287	546	500	523	849	527	755	570	273	
118	882	945	347	728	856	0	934	650	719	326	553	879	684	716	542	867	213	890	559	713	686	887	732	737	765	48	827	463	359	845	
827	485	211	712	310	226	934	0	561	467	652	527	498	466	227	675	395	888	473	677	970	275	96	419	718	384	916	751	931	596	117	
596	243	714	667	253	660	650	561	0	741	337	121	873	96	474	782	793	740	863	795	1094	508	469	151	941	194	609	1017	924	338	445	
603	813	326	387	557	254	719	467	741	0	588	638	164	677	312	249	160	578	172	244	507	256	502	669	253	660	724	299	519	529	474	
260	560	714	366	409	633	326	652	337	588	0	230	748	360	457	528	701	405	749	544	810	449	589	407	717	440	292	804	609	63	549	
488	330	652	546	229	588	553	527	121	638	230	0	779	132	397	664	705	626	771	677	975	420	444	185	828	223	515	906	804	221	412	
763	913	306	540	665	274	879	498	873	164	748	779	0	801	412	375	104	727	31	364	554	368	560	784	283	768	886	277	630	688	541	
616	201	625	651	159	576	684	466	96	677	360	132	801	0	394	745	716	748	788	757	1063	434	374	61	891	103	646	962	911	343	351	
605	505	262	488	253	192	716	227	474	312	457	397	412	394	0	472	323	662	397	477	784	61	215	372	557	357	701	611	715	397	178	
437	918	569	198	668	488	542	675	782	249	528	664	375	745	472	0	406	363	395	18	322	412	686	756	200	762	561	291	270	483	649	
750	817	207	544	574	171	867	395	793	160	701	705	104	716	323	406	0	736	80	399	630	287	458	694	360	676	869	370	673	638	441	
162	948	852	193	747	763	213	888	740	578	405	626	727	748	662	363	736	0	743	377	501	617	861	786	546	810	249	633	252	406	819	
774	895	278	555	649	250	890	473	863	172	749	771	31	788	397	395	80	743	0	385	583	356	537	769	311	752	896	307	654	688	520	
454	928	566	215	677	486	559	677	795	244	544	677	364	757	477	18	399	377	385	0	313	417	690	767	183	772	578	274	275	499	654	
641	1239	827	445	989	760	713	970	1094	507	810	975	554	1063	784	322	630	501	583	313	0	723	994	1077	272	1083	748	298	255	777	960	
573	558	267	438	303	184	686	275	508	256	449	420	368	434	61	412	287	617	356	417	723	0	274	418	498	407	674	553	659	387	238	
784	391	294	696	220	287	887	96	469	502	589	444	560	374	215	686	458	861	537	690	994	274	0	325	754	289	864	797	930	538	43	
659	166	589	677	123	546	732	419	151	669	407	185	784	61	372	756	694	786	769	767	1077	418	325	0	893	43	697	959	937	384	306	
635	1046	560	397	789	500	737	718	941	253	717	828	283	891	557	200	360	546	311	183	272	498	754	893	0	890	758	91	381	668	725	
688	157	561	693	104	523	765	384	194	660	440	223	768	103	357	762	676	810	752	772	1083	407	289	43	890	0	731	954	952	413	273	
125	844	937	363	698	849	48	916	609	724	292	515	886	646	701	561	869	249	896	578	748	674	864	697	758	731	0	849	500	331	823	
725	1108	576	488	852	527	827	751	1017	299	804	906	277	962	611	291	370	633	307	274	298	553	797	959	91	954	849	0	454	754	771	
403	1103	838	261	871	755	463	931	924	519	609	804	630	911	715	270	673	252	654	275	255	659	930	937	381	952	500	454	0	590	890	
276	544	652	337	369	570	359	596	338	529	63	221	688	343	397	483	638	406	688	499	777	387	538	384	668	413	331	754	590	0	497	
742	389	293	655	193	273	845	117	445	474	549	412	541	351	178	649	441	819	520	654	960	238	43	306	725	273	823	771	890	497	0	
