Q:
478
n:
25
Demands:
1	56
2	95
3	63
4	94
5	93
6	88
7	98
8	70
9	92
10	63
11	57
12	86
13	64
14	100
15	54
16	91
17	75
18	100
19	69
20	67
21	95
22	57
23	57
24	77
25	51
Cost-matrix:
0	454	119	472	122	566	584	496	564	182	500	735	485	520	261	588	415	316	492	391	427	195	422	370	585	597	
454	0	489	71	357	166	174	46	284	571	96	337	52	125	540	212	805	495	94	245	739	524	585	356	221	155	
119	489	0	522	134	624	640	534	647	84	515	799	529	577	143	654	326	212	546	480	313	77	541	477	653	641	
472	71	522	0	389	106	119	60	214	606	158	283	32	60	587	147	844	550	26	198	789	565	548	314	155	127	
122	357	134	389	0	490	506	402	519	218	391	665	396	443	230	520	459	247	412	357	427	187	488	374	520	508	
566	166	624	106	490	0	20	129	160	708	229	177	114	48	693	51	948	656	81	235	894	669	580	347	65	80	
584	174	640	119	506	20	0	135	172	723	230	165	123	64	706	55	963	667	95	254	907	684	598	365	71	68	
496	46	534	60	402	129	135	0	264	616	105	295	29	97	585	178	851	539	72	256	784	570	604	371	190	109	
564	284	647	214	519	160	172	264	0	729	368	215	239	170	743	121	971	726	194	175	944	706	465	251	104	239	
182	571	84	606	218	708	723	616	729	0	593	882	612	660	131	737	243	226	629	560	249	73	591	550	737	724	
500	96	515	158	391	229	230	105	368	593	0	379	130	200	541	279	816	480	175	340	733	537	675	449	291	184	
735	337	799	283	665	177	165	295	215	882	379	0	286	224	869	147	1123	831	257	370	1071	846	679	463	151	196	
485	52	529	32	396	114	123	29	239	612	130	286	0	75	587	160	849	545	46	229	787	568	578	344	170	113	
520	125	577	60	443	48	64	97	170	660	200	224	75	0	646	88	900	610	34	205	848	622	555	320	96	97	
261	540	143	587	230	693	706	585	743	131	541	869	587	646	0	729	280	100	613	586	203	69	682	601	732	694	
588	212	654	147	520	51	55	178	121	737	279	147	160	88	729	0	978	696	122	232	931	702	565	337	17	122	
415	805	326	844	459	948	963	851	971	243	816	1123	849	900	280	978	0	366	868	801	160	281	787	784	978	959	
316	495	212	550	247	656	667	539	726	226	480	831	545	610	100	696	366	0	576	582	255	155	729	617	701	646	
492	94	546	26	412	81	95	72	194	629	175	257	46	34	613	122	868	576	0	199	814	590	550	315	129	111	
391	245	480	198	357	235	254	256	175	560	340	370	229	205	586	232	801	582	199	0	784	543	352	117	223	301	
427	739	313	789	427	894	907	784	944	249	733	1071	787	848	203	931	160	255	814	784	0	243	839	789	934	893	
195	524	77	565	187	669	684	570	706	73	537	846	568	622	69	702	281	155	590	543	243	0	617	548	703	678	
422	585	541	548	488	580	598	604	465	591	675	679	578	555	682	565	787	729	550	352	839	617	0	236	552	651	
370	356	477	314	374	347	365	371	251	550	449	463	344	320	601	337	784	617	315	117	789	548	236	0	325	416	
585	221	653	155	520	65	71	190	104	737	291	151	170	96	732	17	978	701	129	223	934	703	552	325	0	138	
597	155	641	127	508	80	68	109	239	724	184	196	113	97	694	122	959	646	111	301	893	678	651	416	138	0	
