Q:
476
n:
25
Demands:
1	62
2	73
3	54
4	76
5	86
6	70
7	72
8	60
9	84
10	82
11	79
12	72
13	62
14	68
15	64
16	100
17	94
18	94
19	97
20	88
21	88
22	52
23	60
24	85
25	85
Cost-matrix:
0	713	507	550	404	379	382	159	83	627	735	600	255	653	395	501	690	168	700	405	380	550	561	500	506	324	
713	0	421	642	456	752	408	833	699	629	600	513	527	643	710	232	721	582	683	724	668	533	618	647	515	408	
507	421	0	223	103	756	470	664	545	229	269	130	489	251	737	381	325	475	300	753	700	121	202	227	95	390	
550	642	223	0	239	876	647	704	613	87	220	154	626	110	868	591	142	584	152	883	836	113	31	54	130	557	
404	456	103	239	0	669	410	562	444	278	352	209	406	304	654	359	368	382	356	669	619	174	229	218	129	323	
379	752	756	876	669	0	349	316	297	938	1020	877	270	965	53	527	1017	292	1016	48	88	840	878	833	794	387	
382	408	470	647	410	349	0	460	337	686	737	599	137	711	311	179	778	218	763	326	269	578	639	618	536	93	
159	833	664	704	562	316	460	0	135	782	893	758	323	809	350	609	842	253	855	356	353	708	716	653	665	428	
83	699	545	613	444	297	337	135	0	685	787	648	201	712	313	477	754	122	761	323	299	602	621	565	556	296	
627	629	229	87	278	938	686	782	685	0	135	116	681	27	927	609	97	647	79	942	893	111	67	140	151	600	
735	600	269	220	352	1020	737	893	787	135	0	143	755	119	1003	631	167	733	117	1019	967	186	195	271	231	659	
600	513	130	154	209	877	599	758	648	116	143	0	612	132	861	506	209	591	177	876	824	58	124	187	95	518	
255	527	489	626	406	270	137	323	201	681	755	612	0	707	249	297	765	88	759	265	213	579	625	589	534	126	
653	643	251	110	304	965	711	809	712	27	119	132	707	0	954	631	78	674	52	969	919	134	93	163	176	626	
395	710	737	868	654	53	311	350	313	927	1003	861	249	954	0	487	1009	287	1005	16	42	827	869	828	781	358	
501	232	381	591	359	527	179	609	477	609	631	506	297	631	487	0	705	357	680	502	445	500	575	577	466	181	
690	721	325	142	368	1017	778	842	754	97	167	209	765	78	1009	705	0	726	50	1024	976	206	141	190	244	690	
168	582	475	584	382	292	218	253	122	647	733	591	88	674	287	357	726	0	725	301	259	551	587	542	506	176	
700	683	300	152	356	1016	763	855	761	79	117	177	759	52	1005	680	50	725	0	1020	971	186	141	204	228	677	
405	724	753	883	669	48	326	356	323	942	1019	876	265	969	16	502	1024	301	1020	0	57	842	884	842	796	374	
380	668	700	836	619	88	269	353	299	893	967	824	213	919	42	445	976	259	971	57	0	792	836	797	746	318	
550	533	121	113	174	840	578	708	602	111	186	58	579	134	827	500	206	551	186	842	792	0	86	136	46	493	
561	618	202	31	229	878	639	716	621	67	195	124	625	93	869	575	141	587	141	884	836	86	0	77	111	550	
500	647	227	54	218	833	618	653	565	140	271	187	589	163	828	577	190	542	204	842	797	136	77	0	135	528	
506	515	95	130	129	794	536	665	556	151	231	95	534	176	781	466	244	506	228	796	746	46	111	135	0	450	
324	408	390	557	323	387	93	428	296	600	659	518	126	626	358	181	690	176	677	374	318	493	550	528	450	0	
