Q:
566
n:
30
Demands:
1	78
2	97
3	66
4	62
5	50
6	63
7	67
8	68
9	72
10	98
11	79
12	100
13	96
14	92
15	66
16	87
17	92
18	86
19	52
20	93
21	95
22	81
23	67
24	54
25	55
26	76
27	62
28	96
29	65
30	50
Cost-matrix:
0	897	372	254	723	260	501	176	942	252	663	72	252	256	549	690	771	645	111	737	712	1062	688	190	319	568	339	227	483	393	640	
897	0	664	997	175	936	781	725	285	671	425	844	848	652	465	363	208	411	849	654	743	256	837	946	678	338	671	1112	862	887	659	
372	664	0	601	504	283	680	239	619	344	317	368	198	187	217	361	485	598	272	808	358	762	366	316	56	418	36	589	240	230	273	
254	997	601	0	830	509	371	368	1103	337	855	235	505	441	741	869	916	657	362	649	954	1200	938	434	546	660	566	220	736	646	874	
723	175	504	830	0	769	646	550	332	500	321	670	681	478	323	265	152	305	676	573	642	381	725	775	512	171	507	939	717	732	548	
260	936	283	509	769	0	739	288	900	426	596	311	89	320	499	643	766	791	173	943	528	1044	475	78	259	652	268	399	256	155	485	
501	781	680	371	646	739	0	472	970	340	808	435	692	496	714	795	776	377	566	282	1022	1023	1045	682	634	490	650	583	893	829	924	
176	725	239	368	550	288	472	0	768	141	496	142	225	81	382	519	595	511	137	656	596	887	595	257	184	403	204	401	423	358	511	
942	285	619	1103	332	900	970	768	0	766	306	906	816	687	405	259	195	636	865	901	555	162	661	933	654	480	640	1168	753	808	499	
252	671	344	337	500	426	340	141	766	0	532	185	365	158	422	538	579	394	263	517	694	865	709	386	295	334	312	446	554	496	600	
663	425	317	855	321	596	808	496	306	532	0	637	513	417	115	63	219	566	575	830	324	457	413	632	357	359	341	888	456	504	235	
72	844	368	235	670	311	435	142	906	185	637	0	285	221	523	659	729	577	142	667	720	1019	706	248	313	511	333	270	512	428	640	
252	848	198	505	681	89	692	225	816	365	513	285	0	242	413	558	679	714	145	879	478	959	441	124	171	567	181	433	232	144	422	
256	652	187	441	478	320	496	81	687	158	417	221	242	0	303	438	516	473	198	647	541	807	552	306	138	340	155	482	402	354	450	
549	465	217	741	323	499	714	382	405	422	115	523	413	303	0	146	273	511	464	764	346	546	413	529	250	303	235	775	398	427	244	
690	363	361	869	265	643	795	519	259	538	63	659	558	438	146	0	156	528	609	796	384	403	475	674	396	326	381	916	516	559	297	
771	208	485	916	152	766	776	595	195	579	219	729	679	516	273	156	0	454	705	723	536	292	630	787	509	287	498	996	664	699	452	
645	411	598	657	305	791	377	511	636	394	566	577	714	473	511	528	454	0	646	271	857	661	916	767	577	210	583	822	837	814	754	
111	849	272	362	676	173	566	137	865	263	575	142	145	198	464	609	705	646	0	777	603	995	578	124	222	535	240	318	375	288	534	
737	654	808	649	573	943	282	656	901	517	830	667	879	647	764	796	723	271	777	0	1105	910	1153	900	775	472	786	855	1043	1001	1002	
712	743	358	954	642	528	1022	596	555	694	324	720	478	541	346	384	536	857	603	1105	0	716	108	595	412	649	392	910	285	380	104	
1062	256	762	1200	381	1044	1023	887	162	865	457	1019	959	807	546	403	292	661	995	910	716	0	822	1072	792	549	779	1287	910	961	659	
688	837	366	938	725	475	1045	595	661	709	413	706	441	552	413	475	630	916	578	1153	108	822	0	549	416	712	398	870	221	321	179	
190	946	316	434	775	78	682	257	933	386	632	248	124	306	529	674	787	767	124	900	595	1072	549	0	280	645	294	322	330	231	544	
319	678	56	546	512	259	634	184	654	295	357	313	171	138	250	396	509	577	222	775	412	792	416	280	0	409	21	539	269	238	328	
568	338	418	660	171	652	490	403	480	334	359	511	567	340	303	326	287	210	535	472	649	549	712	645	409	0	410	778	652	645	547	
339	671	36	566	507	268	650	204	640	312	341	333	181	155	235	381	498	583	240	786	392	779	398	294	21	410	0	558	259	235	308	
227	1112	589	220	939	399	583	401	1168	446	888	270	433	482	775	916	996	822	318	855	910	1287	870	322	539	778	558	0	652	553	848	
483	862	240	736	717	256	893	423	753	554	456	512	232	402	398	516	664	837	375	1043	285	910	221	330	269	652	259	652	0	101	271	
393	887	230	646	732	155	829	358	808	496	504	428	144	354	427	559	699	814	288	1001	380	961	321	231	238	645	235	553	101	0	351	
640	659	273	874	548	485	924	511	499	600	235	640	422	450	244	297	452	754	534	1002	104	659	179	544	328	547	308	848	271	351	0	
