Q:
458
n:
25
Demands:
1	84
2	91
3	81
4	88
5	57
6	66
7	82
8	68
9	85
10	91
11	54
12	75
13	54
14	75
15	84
16	57
17	58
18	74
19	67
20	77
21	51
22	50
23	84
24	100
25	79
Cost-matrix:
0	432	523	222	548	228	280	345	365	510	466	554	398	318	444	202	300	388	405	274	221	193	410	416	488	339	
432	0	299	646	924	275	670	174	304	915	746	845	817	188	767	596	451	783	56	661	223	616	305	158	919	349	
523	299	0	679	856	489	652	200	576	883	620	711	818	445	669	723	345	752	253	795	408	711	588	452	949	608	
222	646	679	0	350	445	114	533	572	294	364	425	178	538	309	216	367	187	613	253	442	141	619	637	277	536	
548	924	856	350	0	774	269	775	911	113	264	226	212	857	193	557	514	164	880	573	752	480	957	952	305	880	
228	275	489	445	774	0	506	290	146	736	667	761	622	104	658	337	427	615	276	396	84	374	188	200	696	142	
280	670	652	114	269	506	0	534	644	246	251	312	167	590	196	327	315	114	629	366	486	253	689	686	306	615	
345	174	200	533	775	290	534	0	389	778	579	677	692	258	606	539	282	644	119	610	208	538	408	292	809	415	
365	304	576	572	911	146	644	389	0	865	812	906	747	132	803	427	569	750	331	471	210	480	47	160	806	58	
510	915	883	294	113	736	246	778	865	0	338	324	124	826	259	481	539	135	875	487	725	408	912	924	193	829	
466	746	620	364	264	667	251	579	812	338	0	99	352	726	81	569	298	253	695	615	619	499	854	810	494	797	
554	845	711	425	226	761	312	677	906	324	99	0	372	823	117	638	396	278	793	677	716	565	949	908	502	888	
398	817	818	178	212	622	167	692	747	124	352	372	0	715	274	357	481	99	781	365	618	284	793	814	147	709	
318	188	445	538	857	104	590	258	132	826	726	823	715	0	727	440	461	701	205	499	108	475	152	100	796	166	
444	767	669	309	193	658	196	606	803	259	81	117	274	727	0	522	333	176	718	561	619	448	846	816	415	781	
202	596	723	216	557	337	327	539	427	481	569	638	357	440	522	0	484	398	580	73	374	77	472	535	385	378	
300	451	345	367	514	427	315	282	569	539	298	396	481	461	333	484	0	408	399	552	360	443	604	533	619	568	
388	783	752	187	164	615	114	644	750	135	253	278	99	701	176	398	408	0	742	421	598	321	796	798	243	718	
405	56	253	613	880	276	629	119	331	875	695	793	781	205	718	580	399	742	0	648	211	594	339	200	888	370	
274	661	795	253	573	396	366	610	471	487	615	677	365	499	561	73	552	421	648	0	440	118	515	591	364	419	
221	223	408	442	752	84	486	208	210	725	619	716	618	108	619	374	360	598	211	440	0	396	244	201	707	220	
193	616	711	141	480	374	253	538	480	408	499	565	284	475	448	77	443	321	594	118	396	0	526	573	326	436	
410	305	588	619	957	188	689	408	47	912	854	949	793	152	846	472	604	796	339	515	244	526	0	150	852	96	
416	158	452	637	952	200	686	292	160	924	810	908	814	100	816	535	533	798	200	591	201	573	150	0	895	214	
488	919	949	277	305	696	306	809	806	193	494	502	147	796	415	385	619	243	888	364	707	326	852	895	0	760	
339	349	608	536	880	142	615	415	58	829	797	888	709	166	781	378	568	718	370	419	220	436	96	214	760	0	
