Q:
470
n:
25
Demands:
1	78
2	83
3	63
4	95
5	52
6	57
7	58
8	65
9	86
10	85
11	58
12	84
13	92
14	50
15	72
16	76
17	79
18	58
19	100
20	94
21	86
22	70
23	80
24	75
25	86
Cost-matrix:
0	247	799	640	341	244	775	162	366	344	661	645	762	826	409	533	585	738	310	260	725	700	587	392	322	601	
247	0	898	538	146	449	579	384	133	570	464	408	859	786	301	292	345	800	202	501	820	792	577	154	465	589	
799	898	0	635	833	950	952	670	1017	603	906	1242	39	470	683	1014	1038	150	727	846	78	107	416	1026	478	413	
640	538	635	0	399	883	317	645	593	754	285	714	605	287	242	472	473	488	349	860	573	547	226	584	522	225	
341	146	833	399	0	571	442	439	203	615	327	414	795	661	175	218	263	719	108	600	756	727	471	202	456	482	
244	449	950	883	571	0	1011	289	536	375	896	795	916	1052	652	739	792	919	553	134	883	862	811	566	488	824	
775	579	952	317	442	1011	0	839	561	987	116	546	921	560	397	351	316	804	471	1028	889	863	540	538	773	541	
162	384	670	645	439	289	839	0	513	187	732	791	635	777	445	651	699	631	371	221	600	578	536	537	200	549	
366	133	1017	593	203	536	561	513	0	699	451	280	979	862	377	225	275	911	297	608	939	911	672	31	596	683	
344	570	603	754	615	375	987	187	699	0	886	978	574	826	590	830	877	607	535	252	547	531	597	723	234	608	
661	464	906	285	327	896	116	732	451	886	0	472	873	560	298	253	229	763	361	916	839	812	491	430	680	494	
645	408	1242	714	414	795	546	791	280	978	472	0	1205	1001	563	243	246	1121	521	880	1166	1137	858	255	859	866	
762	859	39	605	795	916	921	635	979	574	873	1205	0	454	646	978	1002	127	689	814	40	69	384	987	442	382	
826	786	470	287	661	1052	560	777	862	826	560	1001	454	0	488	758	760	329	586	997	436	421	243	856	601	229	
409	301	683	242	175	652	397	445	377	590	298	563	646	488	0	332	359	559	107	647	608	579	300	375	384	310	
533	292	1014	472	218	739	351	651	225	830	253	243	978	758	332	0	53	887	316	791	940	911	619	197	671	627	
585	345	1038	473	263	792	316	699	275	877	229	246	1002	760	359	53	0	907	356	843	965	936	636	247	712	643	
738	800	150	488	719	919	804	631	911	607	763	1121	127	329	559	887	907	0	616	829	109	99	275	917	432	270	
310	202	727	349	108	553	471	371	297	535	361	521	689	586	107	316	356	616	0	558	650	621	378	302	357	390	
260	501	846	860	600	134	1028	221	608	252	916	880	814	997	647	791	843	829	558	0	783	764	756	636	407	769	
725	820	78	573	756	883	889	600	939	547	839	1166	40	436	608	940	965	109	650	783	0	29	350	948	406	349	
700	792	107	547	727	862	863	578	911	531	812	1137	69	421	579	911	936	99	621	764	29	0	324	919	382	323	
587	577	416	226	471	811	540	536	672	597	491	858	384	243	300	619	636	275	378	756	350	324	0	672	366	14	
392	154	1026	584	202	566	538	537	31	723	430	255	987	856	375	197	247	917	302	636	948	919	672	0	613	683	
322	465	478	522	456	488	773	200	596	234	680	859	442	601	384	671	712	432	357	407	406	382	366	613	0	378	
601	589	413	225	482	824	541	549	683	608	494	866	382	229	310	627	643	270	390	769	349	323	14	683	378	0	
