Q:
456
n:
25
Demands:
1	84
2	53
3	81
4	53
5	96
6	75
7	64
8	71
9	97
10	66
11	62
12	70
13	82
14	79
15	89
16	63
17	50
18	86
19	89
20	65
21	53
22	67
23	87
24	55
25	88
Cost-matrix:
0	754	786	251	169	494	332	626	459	123	242	638	847	291	668	632	843	791	108	488	639	358	522	766	447	458	
754	0	333	504	629	498	907	629	385	845	568	497	388	943	643	438	90	579	818	486	439	446	377	361	650	768	
786	333	0	574	623	339	809	380	327	836	548	781	70	874	377	724	349	262	879	721	728	606	622	41	862	598	
251	504	574	0	162	353	476	525	259	351	149	470	640	480	564	446	593	642	320	326	452	153	314	562	375	466	
169	629	623	162	0	326	314	466	298	221	75	626	682	323	508	605	716	624	272	478	612	312	475	602	495	338	
494	498	339	353	326	0	470	180	141	518	256	746	384	537	216	702	565	300	598	629	708	463	568	308	719	277	
332	907	809	476	314	470	0	504	530	232	351	935	851	96	540	917	988	704	410	785	924	624	789	776	773	253	
626	629	380	525	466	180	504	0	316	620	407	924	395	590	43	879	681	201	733	809	885	642	746	340	896	257	
459	385	327	259	298	141	530	316	0	515	224	608	389	578	349	564	462	391	553	498	569	339	430	309	602	387	
123	845	836	351	221	518	232	620	515	0	293	760	892	174	661	753	933	803	179	609	760	474	639	812	566	413	
242	568	548	149	75	256	351	407	224	293	0	617	607	376	449	589	653	556	343	474	596	300	455	527	516	318	
638	497	781	470	626	746	935	924	608	760	617	0	848	920	956	59	555	969	633	152	58	317	178	794	257	929	
847	388	70	640	682	384	851	395	389	892	607	848	0	921	384	791	392	244	942	790	794	676	691	81	932	630	
291	943	874	480	323	537	96	590	578	174	376	920	921	0	627	909	1028	788	349	769	916	620	787	844	737	344	
668	643	377	564	508	216	540	43	349	661	449	956	384	627	0	910	692	172	775	844	916	679	778	337	934	290	
632	438	724	446	605	702	917	879	564	753	589	59	791	909	910	0	497	917	637	150	8	294	138	738	286	896	
843	90	349	593	716	565	988	681	462	933	653	555	392	1028	692	497	0	607	907	561	497	533	452	383	726	839	
791	579	262	642	624	300	704	201	391	803	556	969	244	788	172	917	607	0	896	878	922	728	795	225	992	458	
108	818	879	320	272	598	410	733	553	179	343	633	942	349	775	637	907	896	0	488	644	392	543	862	411	562	
488	486	721	326	478	629	785	809	498	609	474	152	790	769	844	150	561	878	488	0	156	176	110	726	167	790	
639	439	728	452	612	708	924	885	569	760	596	58	794	916	916	8	497	922	644	156	0	301	144	742	291	903	
358	446	606	153	312	463	624	642	339	474	300	317	676	620	679	294	533	728	392	176	301	0	167	604	264	615	
522	377	622	314	475	568	789	746	430	639	455	178	691	787	778	138	452	795	543	110	144	167	0	631	275	759	
766	361	41	562	602	308	776	340	309	812	527	794	81	844	337	738	383	225	862	726	742	604	631	0	863	562	
447	650	862	375	495	719	773	896	602	566	516	257	932	737	934	286	726	992	411	167	291	264	275	863	0	830	
458	768	598	466	338	277	253	257	387	413	318	929	630	344	290	896	839	458	562	790	903	615	759	562	830	0	
